PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked
816,0,3,Passenger 816,male,68,1,3,TKT10816,78.02,,
817,1,1,Passenger 817,male,,2,2,TKT10817,67.77,C18,S
818,1,2,Passenger 818,male,21,1,2,TKT10818,81.29,C71,C
819,1,1,Passenger 819,male,20,4,2,TKT10819,91.46,C121,C
820,1,2,Passenger 820,male,,3,2,TKT10820,34.97,,C
821,1,1,Passenger 821,female,38,3,3,TKT10821,106.95,,Q
822,1,1,Passenger 822,male,,0,3,TKT10822,86.83,,
823,1,1,Passenger 823,male,,4,0,TKT10823,123.29,,C
824,1,2,Passenger 824,male,,3,3,TKT10824,145.07,,C
825,1,2,Passenger 825,female,53,2,1,TKT10825,147.17,C84,
826,1,3,Passenger 826,female,21,2,1,TKT10826,113.9,C86,Q
827,0,3,Passenger 827,female,,2,3,TKT10827,166.59,C52,Q
828,1,1,Passenger 828,male,,1,2,TKT10828,152.18,C144,Q
829,1,2,Passenger 829,male,10,2,2,TKT10829,23.21,C27,Q
830,0,3,Passenger 830,female,,0,3,TKT10830,166.1,,C
831,0,3,Passenger 831,female,28,3,3,TKT10831,7.42,C50,
832,1,2,Passenger 832,female,,2,2,TKT10832,150.62,C82,Q
833,1,3,Passenger 833,female,32,0,1,TKT10833,23.84,C142,C
834,0,1,Passenger 834,female,,4,0,TKT10834,101.94,,C
835,1,2,Passenger 835,male,,3,1,TKT10835,189.73,,Q
836,1,1,Passenger 836,male,53,2,0,TKT10836,154.43,,S
837,1,3,Passenger 837,male,32,2,0,TKT10837,167.97,,
838,1,2,Passenger 838,female,44,0,1,TKT10838,23.69,,Q
839,0,3,Passenger 839,female,,0,1,TKT10839,,C4,S
840,0,3,Passenger 840,female,,1,1,TKT10840,172.57,,C
841,0,3,Passenger 841,male,23,2,2,TKT10841,163.8,,C
842,1,2,Passenger 842,male,,4,0,TKT10842,187.87,,C
843,1,3,Passenger 843,male,,4,0,TKT10843,16.43,,
844,1,2,Passenger 844,female,,3,0,TKT10844,153.89,,Q
845,0,2,Passenger 845,male,37,2,0,TKT10845,107.87,,Q
846,0,1,Passenger 846,male,56,3,1,TKT10846,104.21,C19,C
847,1,1,Passenger 847,male,,2,1,TKT10847,45.18,C96,
848,1,1,Passenger 848,female,,3,0,TKT10848,137.68,,Q
849,1,1,Passenger 849,male,33,0,0,TKT10849,127.17,C126,S
850,1,1,Passenger 850,male,,3,1,TKT10850,60.54,,
851,1,1,Passenger 851,male,62,0,1,TKT10851,26.72,,C
852,0,3,Passenger 852,male,65,1,2,TKT10852,154.87,,C
853,0,1,Passenger 853,male,,1,2,TKT10853,34.85,,
854,0,1,Passenger 854,male,72,3,0,TKT10854,32.96,,Q
855,1,3,Passenger 855,male,30,1,0,TKT10855,79.34,,
856,1,3,Passenger 856,female,,2,3,TKT10856,92.69,C117,Q
857,0,2,Passenger 857,female,,1,0,TKT10857,176.98,C139,C
858,1,2,Passenger 858,female,,3,2,TKT10858,87.12,,C
859,1,2,Passenger 859,female,25,2,2,TKT10859,189.86,,S
860,0,3,Passenger 860,female,,4,3,TKT10860,14.92,,C
861,0,1,Passenger 861,female,73,2,3,TKT10861,130.04,C125,Q
862,0,1,Passenger 862,female,5,0,2,TKT10862,158.46,,C
863,1,2,Passenger 863,male,,2,2,TKT10863,118.77,,C
864,1,3,Passenger 864,male,53,0,1,TKT10864,114.52,,S
865,1,2,Passenger 865,male,22,3,0,TKT10865,119.3,C146,Q
866,1,1,Passenger 866,male,9,1,2,TKT10866,31.31,C22,Q
867,1,1,Passenger 867,female,,4,0,TKT10867,198.38,C14,C
868,1,3,Passenger 868,male,44,2,0,TKT10868,58.2,C3,S
869,1,2,Passenger 869,female,50,4,3,TKT10869,140.58,,Q
870,0,3,Passenger 870,female,35,4,0,TKT10870,183.1,,S
871,0,3,Passenger 871,male,74,2,0,TKT10871,156.88,,
872,0,1,Passenger 872,male,79,0,0,TKT10872,15.95,,C
873,1,3,Passenger 873,male,68,3,2,TKT10873,97.83,,S
874,0,3,Passenger 874,male,,0,1,TKT10874,33.06,,C
875,1,2,Passenger 875,female,,1,0,TKT10875,103.8,C65,Q
876,0,3,Passenger 876,female,45,0,0,TKT10876,125.87,C93,S
877,1,2,Passenger 877,male,,1,1,TKT10877,77.24,,
878,0,1,Passenger 878,female,,3,0,TKT10878,174.39,C98, s 
879,0,1,Passenger 879,female,23,3,1,TKT10879,120.62,,
880,1,2,Passenger 880,female,,1,3,TKT10880,49.41,,S
881,0,2,Passenger 881,female,38,0,2,TKT10881,50.85,,Q
882,0,2,Passenger 882,female,,0,0,TKT10882,71.51,,C
883,1,3,Passenger 883,male,,1,2,TKT10883,158.43,,C
884,1,3,Passenger 884,male,,3,1,TKT10884,114.84,,
885,1,3,Passenger 885,male,35,2,0,TKT10885,92.65,,S
886,1,3,Passenger 886,male,,1,0,TKT10886,191.55,,C
887,1,2,Passenger 887,male,,1,2,TKT10887,141.63,,
888,1,2,Passenger 888,male,,2,3,TKT10888,127.05,C117,Q
889,1,1,Passenger 889,female,16,3,0,TKT10889,174.21,,
890,0,3,Passenger 890,male,,3,0,TKT10890,115.3,,S
891,0,2,Passenger 891,female,,4,0,TKT10891,70.94,,
892,1,1,Passenger 892,male,,0,0,TKT10892,36.02,C58,
893,1,1,Passenger 893,female,20,3,0,TKT10893,102.61,,S
894,1,3,Passenger 894,male,,3,1,TKT10894,6.39,,Q
895,1,2,Passenger 895,male,,2,3,TKT10895,70.22,,
896,1,3,Passenger 896,male,14,4,2,TKT10896,44.03,,C
897,0,2,Passenger 897,male,66,3,3,TKT10897,65.43,,
898,0,1,Passenger 898,male,,0,0,TKT10898,160.03,C71,S
899,0,2,Passenger 899,female,21,0,2,TKT10899,15.44,,S
900,0,2,Passenger 900,male,27,0,0,TKT10900,184.28,,Q
901,0,1,Passenger 901,female,20,3,3,TKT10901,17.71,C148,S
902,1,1,Passenger 902,male,,3,0,TKT10902,44.53,,
903,1,2,Passenger 903,male,,2,2,TKT10903,75.99,,Q
904,1,1,Passenger 904,female,,4,3,TKT10904,96.16,,Q
905,0,1,Passenger 905,female,,4,1,TKT10905,151.97,,C
906,0,3,Passenger 906,male,,4,0,TKT10906,20.94,,C
907,1,3,Passenger 907,female,63,4,3,TKT10907,68.47,,
908,0,3,Passenger 908,male,59,4,0,TKT10908,167.7,C79,C
909,0,1,Passenger 909,male,13,0,0,TKT10909,9.58,C109, s 
910,1,3,Passenger 910,male,,3,0,TKT10910,78.11,,Q
911,1,3,Passenger 911,female,69,0,3,TKT10911,87.43,,S
912,1,1,Passenger 912,female,,2,3,TKT10912,79.07,,S
913,1,3,Passenger 913,female,,4,0,TKT10913,18.47,,
914,0,1,Passenger 914,male,,3,3,TKT10914,122.22,,C
915,0,1,Passenger 915,male,,1,1,TKT10915,49.6,C145,S
916,1,1,Passenger 916,female,,3,3,TKT10916,128.79,,Q
917,0,3,Passenger 917,male,18,3,2,TKT10917,9.7,,C
918,1,1,Passenger 918,female,26,0,0,TKT10918,63.57,,S
919,1,2,Passenger 919,female,,1,0,TKT10919,161.24,,S
920,0,1,Passenger 920,female,,2,1,TKT10920,105.11,,
921,0,3,Passenger 921,male,,3,3,TKT10921,81.2,C41,C
922,0,3,Passenger 922,male,56,2,2,TKT10922,86.38,,Q
923,0,2,Passenger 923,female,,0,3,TKT10923,104.73,,S
924,0,3,Passenger 924,male,37,2,2,TKT10924,66.05,,
925,0,3,Passenger 925,female,25,4,2,TKT10925,161.44,,C
926,1,1,Passenger 926,female,32,2,1,TKT10926,121.64,C146,
927,1,1,Passenger 927,male,33,1,2,TKT10927,193.47,,Q
928,1,2,Passenger 928,male,,1,1,TKT10928,121.08,C14,S
929,1,1,Passenger 929,male,35,4,0,TKT10929,,,Q
930,0,1,Passenger 930,male,,4,2,TKT10930,185.93,,
931,0,2,Passenger 931,male,,1,3,TKT10931,162.86,C57,Q
932,0,2,Passenger 932,female,,3,1,TKT10932,92,,
933,1,1,Passenger 933,female,,4,3,TKT10933,158.97,,Q
934,1,2,Passenger 934,female,49,2,1,TKT10934,158.67,C98,
935,1,2,Passenger 935,female,,0,3,TKT10935,144.05,,
936,0,1,Passenger 936,female,,2,0,TKT10936,98.31,,C
937,1,2,Passenger 937,male,,1,3,TKT10937,93.35,,C
938,0,1,Passenger 938,male,,1,0,TKT10938,111.85,,C
939,0,1,Passenger 939,female,48,1,2,TKT10939,34.78,,S
940,1,2,Passenger 940,male,-4,3,1,TKT10940,173.03,C42,S
941,1,3,Passenger 941,female,,4,2,TKT10941,137.12,,
942,0,3,Passenger 942,female,,2,0,TKT10942,29.62,,
943,0,2,Passenger 943,male,3,2,3,TKT10943,89.93,,C
944,1,1,Passenger 944,male,,1,0,TKT10944,177.06,,
945,1,1,Passenger 945, Male ,,0,2,TKT10945,74.18,,C
946,1,1,Passenger 946,female,,3,2,TKT10946,16.68,,Q
947,0,3,Passenger 947,male,,1,3,TKT10947,152.91,C69,C
948,1,1,Passenger 948,male,,1,3,TKT10948,81.91,,C
949,0,2,Passenger 949,female,27,0,1,TKT10949,198.25,C127,S
950,1,3,Passenger 950,female,,2,1,TKT10950,170.87,C134,Q
951,1,2,Passenger 951,female,,0,2,TKT10951,99.26,,C
952,1,2,Passenger 952,female,,3,2,TKT10952,181.51,,
953,1,2,Passenger 953,male,,2,2,TKT10953,84.16,,
954,0,2,Passenger 954,male,56,4,2,TKT10954,60.86,C26,S
955,0,1,Passenger 955,male,,3,1,TKT10955,179.83,,Q
956,1,1,Passenger 956,male,74,4,0,TKT10956,12.88,,C
957,0,3,Passenger 957,female,63,1,0,TKT10957,57.13,C41,S
958,1,2,Passenger 958,female,,2,3,TKT10958,134.68,C80,Q
959,0,1,Passenger 959,female,5,1,1,TKT10959,16.46,,Q
960,1,3,Passenger 960,male,,3,0,TKT10960,28.91,,Q
961,1,3,Passenger 961,female,,3,1,TKT10961,41.38,C109,Q
962,1,2,Passenger 962,male,24,3,2,TKT10962,174.49,C62,
963,1,3,Passenger 963,female,54,2,0,TKT10963,155.32,C129,C
964,0,2,Passenger 964,male,,3,2,TKT10964,108.52,C12,Q
965,1,3,Passenger 965,male,,2,1,TKT10965,166.76,,S
966,0,2,Passenger 966, Male ,,3,0,TKT10966,5.84,C71,
967,1,1,Passenger 967,male,40,3,2,TKT10967,101.84,,S
968,1,1,Passenger 968,female,62,2,3,TKT10968,24.39,,C
969,0,1,Passenger 969,male,70,0,2,TKT10969,19.86,,
970,1,1,Passenger 970,female,,0,2,TKT10970,104.6,C140,Q
971,0,2,Passenger 971,female,12,0,2,TKT10971,36.65,C111,S
972,0,3,Passenger 972,male,22,3,3,TKT10972,126.11,,C
973,1,3,Passenger 973,female,,3,0,TKT10973,8.34,C22,C
974,1,1,Passenger 974,male,15,2,1,TKT10974,97.32,C76,S
975,1,2,Passenger 975,female,,0,2,TKT10975,164.06,,Q
976,0,2,Passenger 976,male,24,0,2,TKT10976,174.55,,S
977,0,3,Passenger 977,female,30,4,2,TKT10977,58.92,,S
978,0,3,Passenger 978,male,,0,3,TKT10978,149.51,C104,S
979,0,3,Passenger 979,male,32,3,1,TKT10979,70.14,, s 
980,1,1,Passenger 980,female,35,1,2,TKT10980,101.07,,
981,0,1,Passenger 981,female,,4,1,TKT10981,54.72,,C
982,0,3,Passenger 982,male,32,0,3,TKT10982,143.66,,S
983,0,1,Passenger 983,male,,2,2,TKT10983,25.86,,Q
984,0,2,Passenger 984,female,,2,3,TKT10984,73.87,,
985,1,1,Passenger 985,female,,2,1,TKT10985,44.75,,S
986,1,2,Passenger 986,female,58,1,3,TKT10986,139.24,C5,C
987,1,3,Passenger 987,male,71,2,2,TKT10987,26.42,,S
988,0,1,Passenger 988,male,72,2,3,TKT10988,127.37,,C
989,0,3,Passenger 989,female,,4,2,TKT10989,140.73,,C
990,1,1,Passenger 990,female,,4,0,TKT10990,152.99,,C
991,1,3,Passenger 991, Male ,53,1,1,TKT10991,25.01,,Q
992,0,3,Passenger 992,male,,0,2,TKT10992,179.16,,C
993,1,2,Passenger 993,male,,0,1,TKT10993,164.33,,
994,0,3,Passenger 994,female,72,1,1,TKT10994,10.25,,S
995,0,3,Passenger 995,male,,0,0,TKT10995,94.87,C94,Q
996,0,3,Passenger 996,male,,3,0,TKT10996,78.73,,S
997,1,2,Passenger 997,male,,4,1,TKT10997,144.17,,
998,1,1,Passenger 998,male,3,1,0,TKT10998,84.13,C29,
999,0,1,Passenger 999,male,18,0,0,TKT10999,106,,Q
1000,1,1,Passenger 1000,male,71,1,0,TKT11000,166.48,,S
1001,1,1,Passenger 1001,male,,0,0,TKT11001,37.1,,S
1002,0,2,Passenger 1002,female,75,0,0,TKT11002,21.11,C81,
1003,0,3,Passenger 1003,female,,2,3,TKT11003,55.86,C39,C
1004,1,2,Passenger 1004,male,,0,0,TKT11004,,,C
1005,0,1,Passenger 1005,female,,1,2,TKT11005,108.36,C95,S
1006,1,1,Passenger 1006,female,49,1,1,TKT11006,112.75,C143,
1007,0,1,Passenger 1007,female,80,2,0,TKT11007,29.52,C2,Q
1008,0,2,Passenger 1008,male,,4,0,TKT11008,102.2,,S
1009,0,2,Passenger 1009,male,,2,3,TKT11009,84.49,,Q
1010,1,2,Passenger 1010,male,,1,3,TKT11010,35.55,C95,Q
1011,1,2,Passenger 1011,male,3,1,0,TKT11011,96.62,,C
1012,1,1,Passenger 1012,female,,0,2,TKT11012,123.97,C54,Q
1013,0,1,Passenger 1013,male,,4,3,TKT11013,147.05,C32,S
1014,1,1,Passenger 1014,male,,3,0,TKT11014,47.27,C130,
1015,0,1,Passenger 1015,male,,1,0,TKT11015,156.89,,S
1016,1,3,Passenger 1016,female,77,2,2,TKT11016,52.66,,
1017,0,1,Passenger 1017,female,,4,0,TKT11017,123.9,C148,Q
1018,0,2,Passenger 1018,male,,1,1,TKT11018,71.88,,C
1019,1,1,Passenger 1019,female,54,0,2,TKT11019,22.98,C87,C
1020,0,1,Passenger 1020,male,6,0,1,TKT11020,27.72,,S
1021,0,1,Passenger 1021,male,59,2,2,TKT11021,67.47,C131,C
1022,0,3,Passenger 1022,male,,4,2,TKT11022,153.8,C30,C
1023,0,2,Passenger 1023,male,58,1,1,TKT11023,71.81,,S
1024,0,2,Passenger 1024,female,3,4,1,TKT11024,103.94,C116,Q
1025,1,3,Passenger 1025,female,,4,3,TKT11025,154.49,,C
1026,1,1,Passenger 1026,female,73,4,1,TKT11026,33.65,C28,C
1027,0,2,Passenger 1027,male,,4,3,TKT11027,83.82,,
1028,0,3,Passenger 1028,male,57,2,2,TKT11028,151.11,C134,C
1029,0,1,Passenger 1029,female,37,2,0,TKT11029,179.96,C38,
1030,1,2,Passenger 1030,female,,0,1,TKT11030,,,
1031,0,2,Passenger 1031,male,,2,3,TKT11031,116.44,,Q
1032,0,3,Passenger 1032,female,4,4,3,TKT11032,98.29,,S
1033,1,1,Passenger 1033,male,26,0,3,TKT11033,20.84,,Q
1034,0,3,Passenger 1034,female,42,3,1,TKT11034,93.36,,Q
1035,1,1,Passenger 1035,female,,3,1,TKT11035,81.19,,S
1036,0,2,Passenger 1036,male,,3,2,TKT11036,185,,C
1037,1,2,Passenger 1037,male,,3,0,TKT11037,144.41,,C
1038,1,1,Passenger 1038,female,49,3,2,TKT11038,47.68,,
1039,1,1,Passenger 1039,male,34,3,2,TKT11039,146.57,C25,
1040,0,1,Passenger 1040,female,,3,1,TKT11040,167.24,,C
1041,1,1,Passenger 1041,female,76,3,3,TKT11041,24.96,,C
1042,1,1,Passenger 1042,female,66,1,3,TKT11042,110.98,,
1043,0,2,Passenger 1043,male,62,0,2,TKT11043,83.52,,C
1044,1,3,Passenger 1044,female,,0,2,TKT11044,136.41,,S
1045,1,3,Passenger 1045,female,10,3,0,TKT11045,19.19,,Q
1046,0,2,Passenger 1046,male,70,4,1,TKT11046,190.85,,Q
1047,0,3,Passenger 1047,male,,2,2,TKT11047,170,,
1048,1,2,Passenger 1048,female,57,3,1,TKT11048,74.6,C48,S
1049,1,2,Passenger 1049,female,10,3,1,TKT11049,145.28,,
1050,0,3,Passenger 1050,female,,4,0,TKT11050,105.64,,C
1051,1,3,Passenger 1051,male,,0,0,TKT11051,79.28,C46,Q
1052,0,2,Passenger 1052,female,,1,1,TKT11052,94.83,,Q
1053,0,3,Passenger 1053,female,25,1,2,TKT11053,71.34,C46,Q
1054,1,1,Passenger 1054,male,76,4,0,TKT11054,174.33,,Q
1055,1,3,Passenger 1055,female,,2,1,TKT11055,,,S
1056,0,1,Passenger 1056,male,10,4,2,TKT11056,183.21,,S
1057,1,1,Passenger 1057,male,,1,1,TKT11057,62.26,C108,
1058,1,1,Passenger 1058,male,,2,0,TKT11058,171.05,,
1059,0,2,Passenger 1059,male,,2,2,TKT11059,114.49,C135,Q
1060,1,2,Passenger 1060,female,,2,2,TKT11060,86.14,,Q
1061,1,2,Passenger 1061,female,,1,1,TKT11061,147.91,,S
1062,0,1,Passenger 1062,male,43,2,2,TKT11062,31.54,,C
1063,0,2,Passenger 1063,female,,3,0,TKT11063,174.35,,
1064,1,2,Passenger 1064,female,,1,3,TKT11064,170.97,,C
1065,0,2,Passenger 1065,female,,1,0,TKT11065,409.89,C45,S
1066,1,3,Passenger 1066,male,26,0,3,TKT11066,176.34,C134,C
1067,1,2,Passenger 1067,male,,3,1,TKT11067,72.28,C123,
1068,0,2,Passenger 1068,male,,4,0,TKT11068,31.45,C117,
1069,1,1,Passenger 1069,female,51,1,0,TKT11069,112.13,,
1070,1,1,Passenger 1070,male,75,1,1,TKT11070,191.55,C26,
1071,0,2,Passenger 1071,female,39,1,1,TKT11071,112.86,C69,
1072,0,1,Passenger 1072,female,64,2,2,TKT11072,36.5,C128,S
1073,1,1,Passenger 1073,male,,0,2,TKT11073,5.52,C120,
1074,0,1,Passenger 1074,male,42,0,0,TKT11074,118.02,,S
1075,1,3,Passenger 1075,female,,2,1,TKT11075,123.28,C96,Q
1076,1,1,Passenger 1076,female,8,0,2,TKT11076,44.39,,C
1077,0,3,Passenger 1077,female,12,0,0,TKT11077,156.89,,C
1078,1,1,Passenger 1078,male,,1,3,TKT11078,198.47,,C
1079,0,1,Passenger 1079,male,,0,0,TKT11079,95.98,,C
1080,1,1,Passenger 1080,male,,4,1,TKT11080,134.03,,
1081,1,3,Passenger 1081,male,,1,2,TKT11081,131.87,,S
1082,1,1,Passenger 1082,male,,4,2,TKT11082,172.67,,C
1083,0,1,Passenger 1083,female,49,1,3,TKT11083,163.04,C59,
1084,0,1,Passenger 1084,male,,2,0,TKT11084,110.23,C7,C
1085,1,1,Passenger 1085,male,47,4,0,TKT11085,98.47,C22,
1086,0,2,Passenger 1086,female,17,2,1,TKT11086,172.7,,S
1087,1,2,Passenger 1087,female,32,2,3,TKT11087,29.32,,S
1088,0,2,Passenger 1088, Male ,,0,1,TKT11088,60.58,,
1089,1,3,Passenger 1089,male,16,0,3,TKT11089,12.55,C24,
1090,1,1,Passenger 1090,male,67,4,0,TKT11090,163.41,,Q
1091,1,3,Passenger 1091,male,,2,0,TKT11091,93.33,C74,Q
1092,0,1,Passenger 1092,female,,1,2,TKT11092,39.12,,Q
1093,1,1,Passenger 1093,male,64,4,3,TKT11093,44.89,C113,Q
1094,0,1,Passenger 1094,female,20,0,0,TKT11094,73.88,,
1095,0,2,Passenger 1095,female,76,3,0,TKT11095,152.24,,Q
1096,0,2,Passenger 1096,male,,0,2,TKT11096,116.96,,Q
1097,0,2,Passenger 1097,female,,0,3,TKT11097,129.58,,Q
1098,1,2,Passenger 1098,female,20,1,1,TKT11098,99.57,C112,C
1099,1,1,Passenger 1099,male,,2,1,TKT11099,118.66,C36,S
1100,0,3,Passenger 1100,male,70,2,0,TKT11100,25.61,C140,S
1101,0,2,Passenger 1101,male,,4,2,TKT11101,180.66,,S
1102,1,3,Passenger 1102,male,39,4,3,TKT11102,36.34,,S
1103,0,1,Passenger 1103,male,70,3,0,TKT11103,86.66,,S
1104,1,3,Passenger 1104,male,,3,3,TKT11104,159.34,C123,S
1105,1,1,Passenger 1105,female,,3,0,TKT11105,181.42,,C
1106,0,2,Passenger 1106,female,71,1,2,TKT11106,69.99,C108,Q
1107,1,1,Passenger 1107,male,,3,0,TKT11107,10,,
1108,0,3,Passenger 1108,male,,2,3,TKT11108,58.67,,S
1109,1,3,Passenger 1109,male,62,3,0,TKT11109,198.17,,Q
1110,0,1,Passenger 1110,female,,0,1,TKT11110,133.93,C1,Q
1111,0,1,Passenger 1111,female,42,2,2,TKT11111,83.12,,S
1112,1,1,Passenger 1112,female,,3,0,TKT11112,10.51,,Q
1113,0,1,Passenger 1113,female,6,0,3,TKT11113,173.93,,S
1114,0,3,Passenger 1114,female,,4,3,TKT11114,189.7,,Q
1115,0,1,Passenger 1115,male,,4,1,TKT11115,195.88,,S
1116,0,1,Passenger 1116,female,,0,3,TKT11116,178.38,,
1117,1,3,Passenger 1117,male,17,3,3,TKT11117,,,Q
1118,1,3,Passenger 1118,female,33,4,3,TKT11118,14.16,,Q
1119,1,2,Passenger 1119,male,,4,3,TKT11119,87.6,,Q
1120,1,2,Passenger 1120,female,78,3,1,TKT11120,87.9,,
1121,1,1,Passenger 1121,male,,0,1,TKT11121,49.64,,
1122,0,2,Passenger 1122,male,,0,0,TKT11122,83.24,C26,S
1123,0,1,Passenger 1123,female,,4,3,TKT11123,571.33,,C
1124,1,2,Passenger 1124,male,,3,2,TKT11124,186.49,,
1125,1,2,Passenger 1125,male,7,3,2,TKT11125,108.11,C137,S
1126,0,2,Passenger 1126,male,,0,1,TKT11126,196.76,C93,Q
1127,0,1,Passenger 1127,male,,0,1,TKT11127,60.62,,
1128,1,1,Passenger 1128,male,63,2,1,TKT11128,92.9,,
1129,0,3,Passenger 1129,female,46,1,0,TKT11129,132.74,C50,S
1130,1,1,Passenger 1130,female,42,0,0,TKT11130,57.02,C27,S
1131,0,2,Passenger 1131,female,37,2,2,TKT11131,169.3,,C
1132,0,1,Passenger 1132,female,61,1,0,TKT11132,92.82,,Q
1133,0,3,Passenger 1133,male,,2,2,TKT11133,197.69,C123,S
1134,1,3,Passenger 1134,female,49,1,2,TKT11134,12.1,,C
1135,1,1,Passenger 1135,female,73,1,1,TKT11135,34.43,,S
1136,0,1,Passenger 1136,male,19,0,0,TKT11136,13.73,,
1137,0,2,Passenger 1137,male,,2,3,TKT11137,144.4,,C
1138,1,2,Passenger 1138,female,32,4,1,TKT11138,119.98,,Q
1139,0,1,Passenger 1139,female,26,2,2,TKT11139,94.12,,
1140,1,2,Passenger 1140,female,,0,0,TKT11140,,,Q
1141,1,1,Passenger 1141,female,,4,2,TKT11141,5.31,,S
1142,1,1,Passenger 1142,female,54,4,3,TKT11142,62.37,,
1143,1,3,Passenger 1143,male,,2,0,TKT11143,108.18,,C
1144,0,1,Passenger 1144,male,49,3,2,TKT11144,140.18,C134,C
1145,1,2,Passenger 1145,female,,4,2,TKT11145,187.23,,
1146,0,1,Passenger 1146,male,,2,0,TKT11146,62.88,,C
1147,0,3,Passenger 1147,female,,2,2,TKT11147,104.88,,Q
1148,0,3,Passenger 1148,male,,1,2,TKT11148,89.85,,S
1149,1,1,Passenger 1149,male,,1,2,TKT11149,84.95,,C
1150,0,1,Passenger 1150,female,36,3,1,TKT11150,16.39,C19,
1151,1,3,Passenger 1151,male,48,0,0,TKT11151,98.89,C46,
1152,0,3,Passenger 1152,female,,1,3,TKT11152,41.26,,C
1153,0,3,Passenger 1153,female,,4,2,TKT11153,445.16,,C
1154,0,3,Passenger 1154,female,72,2,3,TKT11154,173.71,,S
1155,0,1,Passenger 1155,male,,0,2,TKT11155,44.43,,
1156,1,2,Passenger 1156,female,38,4,1,TKT11156,194.31,C108,S
1157,0,3,Passenger 1157,female,,2,1,TKT11157,92.32,C82,C
1158,1,2,Passenger 1158,male,,3,3,TKT11158,183.43,C101,Q
1159,0,3,Passenger 1159,male,51,4,2,TKT11159,45.17,,S
1160,0,1,Passenger 1160,female,77,4,3,TKT11160,178.45,C5,C
1161,0,2,Passenger 1161,female,50,1,2,TKT11161,138.91,C22,C
1162,1,1,Passenger 1162,male,,1,3,TKT11162,180.72,,S
1163,1,2,Passenger 1163,female,,0,3,TKT11163,193.49,C127,S
1164,1,3,Passenger 1164,male,60,1,0,TKT11164,186.5,C74,C
1165,0,1,Passenger 1165,female,75,0,2,TKT11165,5.59,,S
1166,0,2,Passenger 1166,female,79,1,0,TKT11166,192.17,,S
1167,0,1,Passenger 1167,female,2,3,3,TKT11167,82.57,C62,
1168,1,1,Passenger 1168,male,28,0,3,TKT11168,116.2,, s 
1169,1,2,Passenger 1169,female,45,1,3,TKT11169,19.21,,Q
1170,1,1,Passenger 1170,male,74,0,0,TKT11170,47.67,,
1171,0,1,Passenger 1171,male,,3,3,TKT11171,104.54,C2,Q
1172,1,2,Passenger 1172,male,,0,1,TKT11172,152.08,,
1173,0,3,Passenger 1173,male,,3,2,TKT11173,135.85,,Q
1174,0,2,Passenger 1174,male,77,1,0,TKT11174,5.21,,C
1175,0,3,Passenger 1175,female,22,0,2,TKT11175,73.75,,S
1176,1,3,Passenger 1176,female,71,1,0,TKT11176,147.41,,S
1177,0,3,Passenger 1177,female,62,1,2,TKT11177,18.1,C14,S
1178,0,3,Passenger 1178,female,62,4,1,TKT11178,5.24,C59,C
1179,0,3,Passenger 1179,male,,4,0,TKT11179,100.02,C93,C
1180,0,2,Passenger 1180,male,2,1,1,TKT11180,12.04,,Q
1181,0,3,Passenger 1181,male,,3,2,TKT11181,144.98,,
1182,1,2,Passenger 1182,female,45,4,0,TKT11182,187.31,,S
1183,0,2,Passenger 1183,female,,3,0,TKT11183,138.11,,C
1184,0,1,Passenger 1184,male,,1,0,TKT11184,18.04,,S
1185,0,2,Passenger 1185,male,,3,1,TKT11185,94.8,,
1186,1,2,Passenger 1186, Male ,,2,1,TKT11186,132.93,,Q
1187,0,2,Passenger 1187,male,59,0,2,TKT11187,30.25,,
1188,0,3,Passenger 1188,female,,4,0,TKT11188,56.98,C38,C
1189,1,1,Passenger 1189,male,,2,3,TKT11189,56.42,,Q
1190,0,3,Passenger 1190,male,,0,0,TKT11190,190.1,,
1191,1,2,Passenger 1191,female,,3,3,TKT11191,156.78,C69,Q
1192,1,3,Passenger 1192,female,,0,3,TKT11192,198.27,,S
1193,1,3,Passenger 1193,male,,2,1,TKT11193,185.43,,Q
1194,0,1,Passenger 1194,female,,2,1,TKT11194,40.44,C31,Q
1195,0,1,Passenger 1195,female,,0,2,TKT11195,131.88,C55,S
1196,0,1,Passenger 1196,male,59,3,2,TKT11196,25.33,,S
1197,1,3,Passenger 1197,male,,3,3,TKT11197,67.08,C128,S
1198,0,1,Passenger 1198,female,-3,3,3,TKT11198,160.34,,Q
1199,1,1,Passenger 1199,female,8,4,0,TKT11199,185.38,C84,S
1200,1,3,Passenger 1200,male,23,0,3,TKT11200,17.81,,S
1201,0,1,Passenger 1201,male,,3,2,TKT11201,198.72,,
1202,1,3,Passenger 1202,female,,1,1,TKT11202,157.9,,
1203,1,3,Passenger 1203,male,78,2,1,TKT11203,5.28,,S
1204,0,2,Passenger 1204,female,12,0,1,TKT11204,112.49,,S
1205,0,3,Passenger 1205,male,,0,3,TKT11205,130.74,C112,Q
1206,0,1,Passenger 1206,male,,1,1,TKT11206,91.31,C131,S
1207,0,3,Passenger 1207,male,,1,2,TKT11207,114.24,,Q
1208,0,3,Passenger 1208,male,,2,3,TKT11208,173.58,, s 
1209,1,1,Passenger 1209,male,,0,1,TKT11209,155.57,,S
1210,1,3,Passenger 1210,female,,3,0,TKT11210,133.09,,S
1211,0,1,Passenger 1211,female,48,2,3,TKT11211,88.48,,S
