Date,Product,Category,Price,Quantity Sold,Total Sales
03-05-2025,Rice,Grocery,63.71,3,191.13
27-09-2025,Bread,Grocery,43.98,7,307.86
31-12-2025,Mouse,Electronics,646.59,3,1939.77
08-04-2025,Shoes,Fashion,2516.28,6,15097.68
12-06-2025,Bag,Accessories,1183.09,4,4732.36
24-01-2025,Bread,Grocery,40.93,4,163.72
02-10-2025,T-Shirt,Fashion,846.33,6,5077.98
07-05-2025,Laptop,Electronics,51294.59,5,256472.95
06-03-2025,Tablet,Electronics,25041.35,10,250413.5
08-09-2025,Shoes,Fashion,2613.65,8,20909.2
06-12-2025,Bag,Accessories,1095.57,9,9860.13
18-07-2025,Bread,Grocery,43.06,9,387.54
11-07-2025,Phone,Electronics,20075.57,3,60226.71
14-06-2025,Jeans,Fashion,1754.6,8,14036.8
11-09-2025,Phone,Electronics,19073.34,7,133513.38
23-11-2025,Speaker,Electronics,4761.56,1,4761.56
17-04-2025,Shoes,Fashion,2697.44,8,21579.52
01-05-2025,Milk,Grocery,51.9,7,363.3
13-07-2025,Bag,Accessories,1117.73,6,6706.38
11-05-2025,Headphones,Electronics,2750.86,2,5501.72
01-06-2025,Phone,Electronics,20075.28,4,80301.12
26-10-2025,Laptop,Electronics,49652.53,10,496525.3
22-06-2025,Milk,Grocery,54.46,7,381.22
29-07-2025,Rice,Grocery,63.65,6,381.9
20-05-2025,Milk,Grocery,49.77,8,398.16
30-04-2025,T-Shirt,Fashion,823.26,6,4939.56
12-02-2025,T-Shirt,Fashion,854.82,9,7693.38
07-10-2025,Watch,Accessories,3204.71,5,16023.55
27-04-2025,Mouse,Electronics,646.6,6,3879.6
20-01-2025,Headphones,Electronics,2820.18,4,11280.72
12-12-2025,Rice,Grocery,57,5,285
08-04-2025,Jeans,Fashion,1837.45,3,5512.35
06-10-2025,Speaker,Electronics,4285.02,5,21425.1
25-05-2025,Tablet,Electronics,24233.16,7,169632.12
27-07-2025,Tablet,Electronics,25399.77,1,25399.77
30-08-2025,Watch,Accessories,3508.85,3,10526.55
23-07-2025,Shoes,Fashion,2363.46,4,9453.84
31-08-2025,Shoes,Fashion,2507.91,9,22571.19
28-08-2025,Jeans,Fashion,1913.18,6,11479.08
13-02-2025,Rice,Grocery,64.15,7,449.05
24-12-2025,Milk,Grocery,51.81,8,414.48
13-10-2025,Laptop,Electronics,48747,10,487470
07-03-2025,T-Shirt,Fashion,870.94,1,870.94
13-09-2025,Bread,Grocery,41.27,6,247.62
23-06-2025,Shoes,Fashion,2459.57,7,17216.99
20-12-2025,Headphones,Electronics,2879.78,10,28797.8
12-01-2025,Bag,Accessories,1268.49,3,3805.47
20-03-2025,Rice,Grocery,60.82,10,608.2
08-11-2025,Bag,Accessories,1288.07,7,9016.49
15-04-2025,Milk,Grocery,50.2,7,351.4
07-04-2025,Phone,Electronics,18434.55,10,184345.5
20-08-2025,Watch,Accessories,3776.32,2,7552.64
29-03-2025,Mouse,Electronics,724.48,3,2173.44
17-01-2025,Tablet,Electronics,25945.12,8,207560.96
14-01-2025,Keyboard,Electronics,1409.7,7,9867.9
26-05-2025,Shoes,Fashion,2366.52,9,21298.68
05-02-2025,Phone,Electronics,18229.81,9,164068.29
06-01-2025,Keyboard,Electronics,1448.03,7,10136.21
20-07-2025,Keyboard,Electronics,1646.88,3,4940.64
02-10-2025,Milk,Grocery,54.76,2,109.52
19-07-2025,Speaker,Electronics,4829.13,3,14487.39
16-04-2025,T-Shirt,Fashion,,8,6313.2
23-03-2025,Bag,Accessories,1218.02,5,6090.1
28-10-2025,Shoes,Fashion,2501.24,8,20009.92
22-05-2025,Shoes,Fashion,2253.72,3,6761.16
17-08-2025,Mouse,Electronics,745.44,10,7454.4
07-05-2025,Headphones,Electronics,2897.33,10,28973.3
09-09-2025,Phone,Electronics,19850.78,1,19850.78
16-02-2025,T-Shirt,Fashion,823.41,8,6587.28
27-06-2025,Jeans,Fashion,1923.35,5,9616.75
20-07-2025,Bag,Accessories,1277.62,3,3832.86
01-08-2025,Shoes,Fashion,2339.79,10,23397.9
10-08-2025,Phone,Electronics,19538.66,3,58615.98
24-12-2025,Bag,Accessories,1102.93,1,1102.93
03-05-2025,Speaker,Electronics,4833.49,5,24167.45
18-11-2025,Headphones,Electronics,2875.13,2,5750.26
24-12-2025,Jeans,Fashion,1880.07,4,7520.28
10-09-2025,Milk,Grocery,60.42,9,543.78
04-03-2025,Rice,Grocery,54.92,2,109.84
16-09-2025,Bread,Grocery,42.24,7,295.68
19-08-2025,Keyboard,Electronics,1425.83,9,12832.47
23-01-2025,Phone,Electronics,18106.87,8,144854.96
15-07-2025,Rice,Grocery,62.95,4,251.8
23-07-2025,Laptop,Electronics,45107.37,2,90214.74
30-12-2025,Speaker,Electronics,4172.83,8,33382.64
06-09-2025,Phone,Electronics,18272.95,9,164456.55
03-12-2025,Shoes,Fashion,2606.79,8,20854.32
13-03-2025,Phone,Electronics,21281.71,3,63845.13
29-03-2025,Tablet,Electronics,22590.33,2,45180.66
01-04-2025,T-Shirt,Fashion,739.86,7,5179.02
28-03-2025,Mouse,Electronics,723.99,1,723.99
13-12-2025,T-Shirt,Fashion,744.56,6,4467.36
02-04-2025,Shoes,Fashion,2607.21,9,23464.89
21-04-2025,Phone,Electronics,20786.97,9,187082.73
25-11-2025,Watch,Accessories,3651.49,2,7302.98
19-07-2025,Jeans,Fashion,,1,1731
03-11-2025,Laptop,Electronics,45486.65,7,318406.55
14-04-2025,Speaker,Electronics,4274.73,4,17098.92
13-04-2025,Mouse,Electronics,632.25,1,632.25
08-01-2025,Rice,Grocery,63.85,2,127.7
23-04-2025,Speaker,Electronics,4136.94,3,12410.82
27-03-2025,Laptop,Electronics,49156.8,2,98313.6
17-06-2025,Rice,Grocery,60.74,4,242.96
16-11-2025,Shoes,Fashion,2717.16,7,19020.12
08-08-2025,Mouse,Electronics,662.54,2,1325.08
02-07-2025,Rice,Grocery,56.08,7,392.56
01-12-2025,Rice,Grocery,54.14,4,216.56
23-08-2025,Shoes,Fashion,2283.01,5,11415.05
29-11-2025,Bag,Accessories,1168.56,2,2337.12
22-04-2025,Milk,Grocery,52.82,10,528.2
13-09-2025,Mouse,Electronics,729.75,10,7297.5
29-03-2025,T-Shirt,Fashion,873.45,10,
16-06-2025,Watch,Accessories,3637.42,3,10912.26
20-06-2025,Keyboard,Electronics,1540.61,6,9243.66
08-12-2025,Phone,Electronics,18270.05,1,18270.05
08-11-2025,Speaker,Electronics,4576.53,7,32035.71
19-09-2025,Watch,Accessories,3669.27,9,33023.43
28-10-2025,Jeans,Fashion,1975.82,4,7903.28
11-01-2025,Bag,Accessories,1262.15,2,2524.3
08-06-2025,,Fashion,2618.96,4,10475.84
14-11-2025,Mouse,Electronics,638.39,6,3830.34
13-09-2025,T-Shirt,Fashion,752.32,7,5266.24
15-04-2025,Watch,Accessories,3176.53,10,31765.3
16-08-2025,Jeans,Fashion,1935.84,3,5807.52
23-05-2025,Rice,Grocery,61.72,1,61.72
24-09-2025,Bread,Grocery,43.82,5,219.1
13-01-2025,,Fashion,2673.47,6,16040.82
25-06-2025,Shoes,Fashion,2352.91,1,2352.91
07-12-2025,Shoes,Fashion,2650.73,4,10602.92
08-11-2025,Tablet,Electronics,24407.43,6,146444.58
04-04-2025,Phone,Electronics,20519.13,2,41038.26
09-09-2025,Mouse,Electronics,763.51,1,763.51
21-11-2025,Keyboard,Electronics,1631.48,3,4894.44
16-02-2025,Keyboard,Electronics,1527.79,4,6111.16
01-05-2025,Headphones,Electronics,2746.9,8,21975.2
09-06-2025,Keyboard,Electronics,1566.5,4,6266
06-08-2025,Keyboard,Electronics,1531.76,5,7658.8
27-05-2025,Bag,Accessories,1187.59,4,4750.36
20-05-2025,Tablet,Electronics,26406.44,2,52812.88
04-07-2025,Milk,Grocery,53.65,8,429.2
14-08-2025,Milk,Grocery,55.06,7,385.42
21-03-2025,Tablet,Electronics,27268.79,8,218150.32
11-01-2025,Bread,Grocery,39.05,2,78.1
03-06-2025,Bag,Accessories,1208.93,9,10880.37
31-03-2025,T-Shirt,Fashion,780.87,5,3904.35
21-08-2025,T-Shirt,Fashion,780.02,10,7800.2
04-09-2025,Mouse,Electronics,676.65,8,5413.2
11-04-2025,Keyboard,Electronics,1624.84,1,1624.84
07-01-2025,Tablet,Electronics,25003.5,6,150021
09-09-2025,Milk,Grocery,59.68,7,417.76
11-07-2025,Milk,Grocery,54.89,10,548.9
06-02-2025,Milk,Grocery,59.23,2,118.46
17-07-2025,Speaker,Electronics,4559.05,4,18236.2
12-08-2025,T-Shirt,Fashion,843.4,6,5060.4
18-09-2025,Jeans,Fashion,1795.9,6,10775.4
23-12-2025,Laptop,Electronics,51509.06,7,360563.42
07-05-2025,Shoes,Fashion,2488.86,6,14933.16
20-11-2025,Jeans,Fashion,1863.51,3,5590.53
14-05-2025,Bag,Accessories,1189.31,3,3567.93
11-05-2025,Shoes,Fashion,2551.07,3,7653.21
07-01-2025,Mouse,Electronics,737.94,7,5165.58
23-07-2025,Jeans,Fashion,1831.02,2,3662.04
23-09-2025,Speaker,Electronics,4219.94,7,29539.58
26-03-2025,Tablet,Electronics,24634.36,5,123171.8
14-09-2025,Headphones,Electronics,3095.09,7,21665.63
28-10-2025,T-Shirt,Fashion,837.43,2,1674.86
25-02-2025,Watch,Accessories,3550.83,6,21304.98
15-03-2025,T-Shirt,Fashion,839.8,7,5878.6
24-12-2025,T-Shirt,Fashion,721.03,3,2163.09
09-09-2025,Laptop,Electronics,45968.71,7,321780.97
26-09-2025,Milk,Grocery,56.7,7,396.9
29-03-2025,Keyboard,Electronics,1462.4,3,4387.2
12-04-2025,Phone,Electronics,18727.94,2,37455.88
19-08-2025,Bag,Accessories,1275.45,3,3826.35
13-04-2025,Laptop,Electronics,52499.16,4,209996.64
13-05-2025,Speaker,Electronics,4834.45,8,38675.6
17-11-2025,Speaker,Electronics,4611.98,3,13835.94
10-02-2025,T-Shirt,Fashion,733.71,2,1467.42
22-05-2025,Mouse,Electronics,677.9,10,6779
01-05-2025,Phone,Electronics,19940.78,2,39881.56
05-01-2025,Laptop,Electronics,47660.81,1,47660.81
07-12-2025,Bag,Accessories,1269.41,1,1269.41
19-02-2025,Shoes,Fashion,2511.17,1,2511.17
12-07-2025,Bag,Accessories,1204.82,5,6024.1
06-09-2025,Phone,Electronics,21027.65,10,210276.5
08-08-2025,Rice,Grocery,58.45,6,350.7
11-06-2025,Tablet,Electronics,23697.99,6,142187.94
07-12-2025,Milk,Grocery,53.66,1,53.66
02-07-2025,Tablet,Electronics,24151.28,2,48302.56
02-01-2025,Phone,Electronics,21482.17,7,150375.19
13-03-2025,Laptop,Electronics,51019.09,9,459171.81
24-05-2025,Jeans,Fashion,1890.52,4,7562.08
08-07-2025,Phone,Electronics,20473.41,8,163787.28
21-09-2025,Milk,Grocery,56.76,1,56.76
23-11-2025,Tablet,Electronics,24110.92,6,144665.52
24-01-2025,Bread,Grocery,41.89,8,335.12
30-04-2025,Bag,Accessories,1196.29,10,11962.9
11-02-2025,Rice,Grocery,,8,473.04
04-12-2025,,Electronics,25997.5,2,51995
17-07-2025,T-Shirt,Fashion,817.15,3,2451.45
24-09-2025,Speaker,Electronics,4564.7,9,41082.3
17-01-2025,Keyboard,Electronics,1499.38,2,2998.76
04-06-2025,Tablet,Electronics,25865.31,9,232787.79
28-08-2025,Keyboard,Electronics,1618.92,2,3237.84
04-09-2025,Watch,Accessories,3528.47,4,14113.88
19-04-2025,Keyboard,Electronics,1575.98,2,3151.96
24-02-2025,Milk,Grocery,60.43,1,60.43
24-03-2025,Speaker,Electronics,4886.07,7,34202.49
24-05-2025,Shoes,Fashion,2609.59,8,20876.72
10-12-2025,Mouse,Electronics,723.17,9,6508.53
21-11-2025,Jeans,Fashion,1797.11,6,10782.66
25-04-2025,Speaker,Electronics,4568.37,10,45683.7
03-02-2025,Watch,Accessories,3390.26,7,23731.82
01-12-2025,Watch,Accessories,3699.56,7,25896.92
30-04-2025,Shoes,Fashion,2379.55,5,11897.75
14-02-2025,Mouse,Electronics,642.48,10,6424.8
07-04-2025,Jeans,Fashion,1959.12,10,19591.2
08-07-2025,Keyboard,Electronics,1606,7,11242
23-10-2025,Jeans,Fashion,1620.6,1,1620.6
30-10-2025,Headphones,Electronics,2813.91,7,19697.37
05-08-2025,Rice,Grocery,63.26,3,189.78
24-09-2025,Watch,Accessories,3571.13,4,14284.52
24-02-2025,Milk,Grocery,49.6,8,396.8
11-06-2025,Keyboard,Electronics,1594.84,5,7974.2
23-04-2025,Phone,Electronics,20719.92,3,62159.76
04-11-2025,T-Shirt,Fashion,743.34,1,743.34
03-11-2025,Rice,Grocery,57.71,2,115.42
21-05-2025,Tablet,Electronics,26032.61,8,208260.88
20-11-2025,Tablet,Electronics,23578.53,5,117892.65
27-12-2025,Milk,Grocery,50.15,6,300.9
20-03-2025,Tablet,Electronics,26083.83,4,104335.32
25-12-2025,Jeans,Fashion,1638.92,3,4916.76
07-09-2025,Jeans,Fashion,1761.05,3,5283.15
12-01-2025,Headphones,Electronics,2935.37,7,20547.59
14-12-2025,Phone,Electronics,21961.26,7,153728.82
20-07-2025,Mouse,Electronics,703.9,5,3519.5
25-05-2025,Jeans,Fashion,1952.3,9,17570.7
21-07-2025,Mouse,Electronics,648.33,10,6483.3
28-01-2025,Tablet,Electronics,27172.88,5,135864.4
23-08-2025,Watch,Accessories,3264.59,3,9793.77
15-08-2025,Jeans,Fashion,1793.68,3,5381.04
18-04-2025,Shoes,Fashion,2652.18,4,10608.72
30-11-2025,Laptop,Electronics,48622.26,10,486222.6
22-02-2025,Watch,Accessories,3699.85,3,11099.55
12-07-2025,Milk,Grocery,56.97,3,170.91
29-01-2025,Mouse,Electronics,679.78,8,5438.24
02-04-2025,Laptop,Electronics,46173.47,9,415561.23
29-11-2025,Rice,Grocery,61.12,3,183.36
18-11-2025,Jeans,Fashion,1765.44,,1765.44
02-03-2025,Shoes,Fashion,2448.32,5,12241.6
19-12-2025,Bag,Accessories,1309.09,7,9163.63
21-12-2025,Bread,Grocery,41.37,2,82.74
26-08-2025,Tablet,Electronics,26590.98,7,186136.86
21-05-2025,Watch,Accessories,3607.24,6,21643.44
06-01-2025,Mouse,Electronics,646.33,2,1292.66
08-09-2025,Watch,Accessories,3618.15,9,32563.35
26-04-2025,Laptop,Electronics,50868.5,10,508685
03-09-2025,T-Shirt,Fashion,831,2,1662
31-10-2025,Keyboard,Electronics,1465.19,7,10256.33
02-06-2025,Bag,Accessories,1110.06,6,6660.36
02-02-2025,Jeans,Fashion,1947.2,9,17524.8
05-04-2025,Milk,Grocery,58.44,1,58.44
21-07-2025,Headphones,Electronics,3190.48,9,28714.32
08-09-2025,Mouse,Electronics,702.65,10,7026.5
03-10-2025,Jeans,Fashion,1914.78,2,3829.56
17-04-2025,Watch,Accessories,3778.32,3,11334.96
03-11-2025,Jeans,Fashion,1684.78,9,15163.02
17-08-2025,Bread,Grocery,38.51,1,38.51
07-03-2025,Bag,Accessories,1129.5,3,3388.5
14-02-2025,Headphones,Electronics,2854.06,1,2854.06
13-02-2025,Mouse,Electronics,700.86,6,4205.16
06-10-2025,Keyboard,Electronics,1476.92,1,1476.92
08-05-2025,T-Shirt,Fashion,727.39,9,6546.51
31-05-2025,Watch,Accessories,3523.87,3,10571.61
23-10-2025,Phone,Electronics,20780.41,9,187023.69
30-06-2025,Bag,Accessories,1209.17,4,4836.68
19-12-2025,Mouse,Electronics,722.77,1,722.77
02-05-2025,Laptop,Electronics,46880.74,5,234403.7
21-04-2025,Keyboard,Electronics,1530.64,4,6122.56
30-10-2025,Rice,Grocery,57.33,10,573.3
05-08-2025,Mouse,Electronics,706.98,5,3534.9
15-07-2025,Watch,Accessories,3782.56,7,26477.92
22-08-2025,Mouse,Electronics,762.26,7,5335.82
22-12-2025,Keyboard,Electronics,1510.77,2,3021.54
19-11-2025,Jeans,Fashion,1716.98,4,6867.92
10-07-2025,Bag,Accessories,1237.76,9,11139.84
06-11-2025,Keyboard,Electronics,1475.91,3,4427.73
11-06-2025,Bread,Grocery,39.47,1,39.47
06-11-2025,Shoes,Fashion,2288.76,2,4577.52
30-09-2025,Mouse,Electronics,725.76,7,5080.32
03-02-2025,Rice,Grocery,61.68,6,370.08
20-06-2025,Bread,Grocery,38.19,4,152.76
21-05-2025,Laptop,Electronics,45979.47,4,183917.88
13-07-2025,Mouse,Electronics,739.58,2,1479.16
31-03-2025,Headphones,Electronics,3137,5,15685
29-10-2025,Tablet,Electronics,26533.99,2,53067.98
28-09-2025,Rice,Grocery,62.41,5,312.05
10-10-2025,T-Shirt,Fashion,817.19,1,817.19
29-03-2025,Rice,Grocery,65.36,7,457.52
,Rice,Grocery,63.67,9,573.03
10-10-2025,Bag,Accessories,1291.69,7,9041.83
02-09-2025,Bag,Accessories,1110.62,1,1110.62
18-12-2025,Headphones,Electronics,3127.93,3,9383.79
15-03-2025,Milk,Grocery,55.74,5,278.7
28-01-2025,Speaker,Electronics,4702.88,6,28217.28
29-12-2025,Bread,Grocery,37.99,10,379.9
03-08-2025,Jeans,Fashion,1784.8,8,14278.4
01-07-2025,Bread,Grocery,39.75,5,198.75
22-05-2025,Milk,Grocery,55.23,4,220.92
06-06-2025,Watch,Accessories,3750.55,5,18752.75
28-07-2025,Bread,Grocery,38.5,2,77
21-11-2025,Mouse,Electronics,,4,2562.96
17-02-2025,Keyboard,Electronics,1522.6,2,3045.2
27-05-2025,Headphones,Electronics,3257.75,1,3257.75
06-08-2025,Watch,Accessories,3506.08,3,10518.24
03-09-2025,Phone,Electronics,20060.05,9,180540.45
24-12-2025,Mouse,Electronics,686.77,10,6867.7
08-04-2025,Speaker,Electronics,4798.26,1,4798.26
06-08-2025,Jeans,Fashion,1812.36,6,10874.16
06-05-2025,Jeans,Fashion,1858.02,9,16722.18
17-12-2025,Bag,Accessories,1090.17,8,8721.36
28-03-2025,Watch,Accessories,3801.13,,34210.17
26-04-2025,Keyboard,Electronics,1372.54,3,4117.62
21-09-2025,Rice,Grocery,65.43,7,458.01
11-09-2025,Milk,Grocery,51.38,2,102.76
23-06-2025,Speaker,Electronics,4661.16,9,41950.44
02-03-2025,T-Shirt,Fashion,767.87,5,3839.35
16-05-2025,Shoes,Fashion,2251.12,10,22511.2
21-07-2025,Shoes,,2711.53,9,24403.77
,Speaker,Electronics,4466.75,10,44667.5
07-09-2025,Laptop,Electronics,48557.44,10,485574.4
24-08-2025,Rice,Grocery,57.58,2,115.16
03-01-2025,Rice,Grocery,64.68,3,194.04
25-07-2025,Rice,Grocery,54.11,7,378.77
09-09-2025,Shoes,Fashion,2292.37,9,20631.33
20-03-2025,Milk,Grocery,50.86,8,406.88
04-01-2025,Keyboard,Electronics,1580.83,5,7904.15
26-04-2025,Phone,Electronics,19581.44,5,97907.2
06-07-2025,Milk,Grocery,59.31,9,533.79
18-05-2025,Mouse,Electronics,768.51,8,6148.08
24-03-2025,Keyboard,Electronics,1456.12,7,10192.84
03-01-2025,Rice,Grocery,64.6,4,258.4
26-02-2025,Shoes,Fashion,2392.45,3,7177.35
22-07-2025,Milk,Grocery,57.68,1,57.68
24-03-2025,Watch,Accessories,3289.29,8,26314.32
07-12-2025,T-Shirt,Fashion,739.01,8,5912.08
09-10-2025,Phone,Electronics,21199.28,3,63597.84
16-06-2025,Bread,Grocery,42.12,7,294.84
14-09-2025,Jeans,Fashion,1952.48,7,13667.36
09-03-2025,Mouse,Electronics,764.08,1,764.08
06-03-2025,Keyboard,Electronics,1453.24,1,1453.24
17-12-2025,Shoes,Fashion,2276.02,6,13656.12
08-08-2025,Bag,Accessories,1256.98,7,8798.86
03-09-2025,T-Shirt,Fashion,765.16,2,1530.32
08-08-2025,Shoes,Fashion,2558.81,9,23029.29
06-04-2025,Shoes,Fashion,2390.57,2,4781.14
15-05-2025,Jeans,Fashion,1709.05,7,11963.35
12-04-2025,Phone,Electronics,20825.84,2,41651.68
25-12-2025,Jeans,Fashion,1800.84,3,5402.52
,Tablet,Electronics,25455.98,3,76367.94
28-04-2025,Mouse,Electronics,648.52,1,648.52
21-05-2025,Shoes,Fashion,2714.55,7,19001.85
10-01-2025,Bag,Accessories,1127.91,1,1127.91
14-07-2025,Milk,Grocery,55.27,4,221.08
24-04-2025,Rice,Grocery,59.11,1,59.11
19-09-2025,Milk,Grocery,56.58,5,282.9
26-02-2025,T-Shirt,Fashion,778.17,6,4669.02
31-12-2025,Milk,Grocery,52.22,1,52.22
04-04-2025,Laptop,Electronics,45005.36,6,270032.16
19-04-2025,T-Shirt,Fashion,795.53,10,7955.3
21-02-2025,Milk,Grocery,51.53,8,412.24
06-07-2025,Rice,Grocery,57.65,2,115.3
09-12-2025,Laptop,Electronics,51829.62,3,155488.86
19-06-2025,Rice,Grocery,62.9,6,377.4
29-10-2025,Headphones,Electronics,3062.83,4,12251.32
29-11-2025,T-Shirt,Fashion,753.61,7,5275.27
14-02-2025,Speaker,Electronics,4145.73,10,41457.3
03-03-2025,Laptop,Electronics,50865.61,4,203462.44
09-04-2025,Jeans,Fashion,1780.48,2,3560.96
08-02-2025,Headphones,Electronics,3071.41,5,15357.05
31-08-2025,Bread,Grocery,37.62,3,112.86
23-01-2025,Keyboard,Electronics,1407.51,9,12667.59
31-12-2025,T-Shirt,Fashion,862.65,9,7763.85
27-06-2025,Speaker,Electronics,4379.41,2,8758.82
12-08-2025,Mouse,Electronics,697.59,9,6278.31
15-09-2025,Bread,Grocery,36.17,10,361.7
21-05-2025,Jeans,Fashion,1968.3,5,9841.5
24-01-2025,Bag,Accessories,1094.59,4,4378.36
23-07-2025,Phone,Electronics,20738.78,9,186649.02
08-02-2025,Keyboard,Electronics,1481.32,9,13331.88
16-07-2025,Headphones,Electronics,3167.62,7,22173.34
07-11-2025,T-Shirt,Fashion,753.11,1,753.11
23-03-2025,Bag,Accessories,1132.27,1,1132.27
20-09-2025,Phone,Electronics,20015.27,9,180137.43
13-05-2025,T-Shirt,Fashion,856.4,5,4282
29-12-2025,T-Shirt,Fashion,808.34,3,2425.02
25-04-2025,Laptop,Electronics,50335.66,5,251678.3
21-01-2025,Watch,Accessories,3253.7,5,16268.5
10-03-2025,T-Shirt,Fashion,859.74,1,859.74
25-11-2025,Shoes,Fashion,2744.77,4,10979.08
01-10-2025,Mouse,Electronics,630.2,6,3781.2
20-11-2025,Bag,Accessories,1313.33,6,7879.98
12-02-2025,Jeans,Fashion,1938.24,5,9691.2
10-03-2025,Milk,Grocery,59.38,5,296.9
16-06-2025,Laptop,Electronics,51259.55,1,51259.55
02-07-2025,Shoes,Fashion,2615.24,5,13076.2
01-04-2025,T-Shirt,Fashion,875.46,9,7879.14
03-12-2025,Tablet,Electronics,26390.93,10,263909.3
24-02-2025,Jeans,Fashion,1888.48,7,13219.36
01-12-2025,T-Shirt,Fashion,859.2,10,8592
10-10-2025,Shoes,Fashion,2658.42,4,10633.68
16-06-2025,T-Shirt,Fashion,752.63,7,5268.41
21-03-2025,Phone,Electronics,18926.89,7,132488.23
08-07-2025,Keyboard,Electronics,1620.65,2,3241.3
11-09-2025,Keyboard,Electronics,1487.82,3,4463.46
07-04-2025,Bag,Accessories,1197.72,3,3593.16
28-11-2025,T-Shirt,Fashion,723.37,3,2170.11
01-04-2025,Tablet,Electronics,24470.99,10,244709.9
07-04-2025,Mouse,Electronics,650.09,7,4550.63
06-05-2025,Phone,Electronics,21636.52,7,151455.64
21-02-2025,Jeans,Fashion,1809.64,1,1809.64
05-11-2025,Mouse,Electronics,682.9,1,682.9
26-02-2025,Tablet,Electronics,22567.76,1,22567.76
09-03-2025,Shoes,Fashion,2635.06,5,13175.3
15-03-2025,Watch,Accessories,3569.75,1,3569.75
24-02-2025,Headphones,Electronics,3141.68,6,18850.08
29-12-2025,Mouse,Electronics,658.33,8,5266.64
16-10-2025,Speaker,Electronics,4449.89,3,13349.67
07-06-2025,Rice,Grocery,59.75,4,239
29-01-2025,Headphones,Electronics,3115.22,9,28036.98
05-03-2025,Laptop,Electronics,53249.25,2,106498.5
06-10-2025,T-Shirt,Fashion,736.41,7,5154.87
14-03-2025,Laptop,Electronics,54121.67,1,54121.67
27-04-2025,Milk,Grocery,53.74,6,322.44
02-12-2025,T-Shirt,Fashion,756.14,7,5292.98
18-12-2025,Speaker,Electronics,4693.37,2,9386.74
09-09-2025,Keyboard,Electronics,1647.23,4,6588.92
22-02-2025,T-Shirt,Fashion,777.17,10,7771.7
20-06-2025,Mouse,Electronics,680.47,2,1360.94
23-01-2025,Bag,Accessories,1116.26,7,7813.82
29-09-2025,Rice,Grocery,61.2,7,428.4
18-03-2025,Speaker,Electronics,4650.55,5,23252.75
16-11-2025,Tablet,Electronics,23935.03,2,47870.06
19-05-2025,Speaker,Electronics,4499.33,6,26995.98
16-05-2025,Bread,Grocery,43.26,,86.52
02-01-2025,Tablet,Electronics,27165.47,3,81496.41
02-12-2025,Keyboard,Electronics,1446.08,7,10122.56
17-08-2025,Jeans,Fashion,1906.87,8,15254.96
04-02-2025,Mouse,Electronics,710.9,5,3554.5
16-03-2025,Mouse,Electronics,675.23,3,2025.69
04-04-2025,Bread,Grocery,39.08,6,234.48
11-09-2025,Milk,Grocery,54.79,7,383.53
05-11-2025,,Grocery,41.09,3,123.27
01-12-2025,Speaker,Electronics,4271.32,7,29899.24
09-10-2025,Phone,Electronics,20154.99,8,161239.92
30-09-2025,Headphones,Electronics,3192.84,7,22349.88
12-02-2025,Bag,Accessories,1251.58,9,11264.22
23-10-2025,Bread,Grocery,41.55,4,166.2
26-12-2025,Mouse,Electronics,662.93,1,662.93
15-04-2025,Tablet,Electronics,22585.77,9,203271.93
31-08-2025,Keyboard,Electronics,1626.27,1,1626.27
28-06-2025,Rice,Grocery,64.19,3,192.57
31-05-2025,Phone,Electronics,18576.56,9,167189.04
04-08-2025,Shoes,Fashion,2355.37,4,9421.48
29-01-2025,Jeans,Fashion,1669.61,3,5008.83
13-07-2025,Jeans,Fashion,1629.48,7,11406.36
10-07-2025,Laptop,Electronics,52014.02,10,520140.2
07-02-2025,Phone,Electronics,21349.75,3,64049.25
16-01-2025,Keyboard,Electronics,1459.57,2,2919.14
06-05-2025,Mouse,Electronics,631.75,7,4422.25
18-03-2025,Bread,Grocery,37.46,3,112.38
28-09-2025,Jeans,Fashion,1961.56,8,15692.48
30-07-2025,Jeans,Fashion,1741.44,1,1741.44
27-05-2025,Mouse,Electronics,651.82,1,651.82
06-11-2025,Bread,Grocery,37.39,3,112.17
06-01-2025,Milk,Grocery,58.66,8,469.28
11-10-2025,Jeans,Fashion,1918.63,10,19186.3
14-09-2025,T-Shirt,Fashion,833.5,7,5834.5
22-03-2025,T-Shirt,Fashion,875.7,9,7881.3
13-07-2025,Keyboard,Electronics,1572.94,7,11010.58
13-11-2025,Laptop,Electronics,47189.06,3,141567.18
14-10-2025,Bag,Accessories,1282.01,8,10256.08
,Rice,Grocery,61.83,7,432.81
14-07-2025,Keyboard,Electronics,1366.4,6,8198.4
28-11-2025,Milk,Grocery,51.64,2,103.28
23-02-2025,Mouse,Electronics,680.78,6,4084.68
15-01-2025,Shoes,Fashion,2391.1,9,21519.9
24-02-2025,Mouse,Electronics,659.67,1,659.67
08-06-2025,Shoes,Fashion,2525.85,1,2525.85
04-05-2025,T-Shirt,Fashion,733.61,10,7336.1
17-10-2025,Laptop,Electronics,50637.39,8,405099.12
24-01-2025,Laptop,Electronics,48145.8,5,240729
05-01-2025,Rice,Grocery,63.02,7,441.14
14-09-2025,Shoes,Fashion,2407.24,7,16850.68
02-07-2025,Keyboard,Electronics,1560.8,2,3121.6
19-06-2025,Milk,Grocery,59.36,9,534.24
21-02-2025,Headphones,Electronics,3184.5,3,9553.5
